,Unnamed: 0,object_id,MergedDegree
14919,14919,p:102319,"1,0,0,0,0"
14920,14920,p:102327,"0,0,1,0,0"
14921,14921,p:102337,"0,1,0,0,0"
14922,14922,p:102337,"0,1,0,0,0"
14923,14923,p:102341,"0,1,0,0,0"
14924,14924,p:102345,"1,0,0,0,0"
14925,14925,p:102072,"0,0,1,0,0"
14926,14926,p:102352,"1,0,0,0,0"
14927,14927,p:72489,"0,1,0,0,0"
14928,14928,p:2540,"1,0,0,0,0"
14929,14929,p:102112,"1,0,0,0,0"
14930,14930,p:102388,"1,0,0,0,0"
14931,14931,p:102403,"0,0,1,0,0"
14932,14932,p:102403,"1,0,0,0,0"
14933,14933,p:102403,"0,0,1,0,0"
14934,14934,p:102405,"0,0,1,0,0"
14935,14935,p:102405,"0,0,1,0,0"
14936,14936,p:102409,"1,0,0,0,0"
14937,14937,p:102239,"0,0,1,0,0"
14938,14938,p:102348,"1,0,0,0,0"
14939,14939,p:102348,"1,0,0,0,0"
14940,14940,p:98585,"1,0,0,0,0"
14941,14941,p:102418,"0,0,1,0,0"
14942,14942,p:102418,"0,1,0,0,0"
14943,14943,p:102418,"0,0,1,0,0"
14944,14944,p:102419,"0,0,1,0,0"
14945,14945,p:102420,"0,0,1,0,0"
14946,14946,p:102420,"0,0,1,0,0"
14947,14947,p:102425,"0,0,0,0,1"
14948,14948,p:102425,"0,1,0,0,0"
14949,14949,p:102426,"1,0,0,0,0"
14950,14950,p:102450,"0,0,0,0,1"
14951,14951,p:6288,"0,0,1,0,0"
14952,14952,p:102453,"0,1,0,0,0"
14953,14953,p:1619,"1,0,0,0,0"
14954,14954,p:15217,"0,0,1,0,0"
14955,14955,p:15217,"0,0,1,0,0"
14956,14956,p:102467,"0,1,0,0,0"
14957,14957,p:102472,"0,0,0,0,1"
14958,14958,p:25972,"0,1,0,0,0"
14959,14959,p:57155,"1,0,0,0,0"
14960,14960,p:102492,"1,0,0,0,0"
14961,14961,p:102492,"0,1,0,0,0"
14962,14962,p:11919,"0,0,1,0,0"
14963,14963,p:64256,"1,0,0,0,0"
14964,14964,p:102494,"1,0,0,0,0"
14965,14965,p:102494,"0,1,0,0,0"
14966,14966,p:569,"0,0,1,0,0"
14967,14967,p:569,"0,0,1,0,0"
14968,14968,p:102512,"1,0,0,0,0"
14969,14969,p:42000,"1,0,0,0,0"
14970,14970,p:102542,"1,0,0,0,0"
14971,14971,p:102548,"0,1,0,0,0"
14972,14972,p:102568,"0,0,1,0,0"
14973,14973,p:102568,"0,1,0,0,0"
14974,14974,p:102568,"0,0,1,0,0"
14975,14975,p:102568,"0,1,0,0,0"
14976,14976,p:102573,"1,0,0,0,0"
14977,14977,p:102585,"0,1,0,0,0"
14978,14978,p:102590,"1,0,0,0,0"
14979,14979,p:102590,"0,0,1,0,0"
14980,14980,p:101918,"1,0,0,0,0"
14981,14981,p:101918,"0,1,0,0,0"
14982,14982,p:102608,"0,1,0,0,0"
14983,14983,p:30216,"0,0,0,0,1"
14984,14984,p:102614,"1,0,0,0,0"
14985,14985,p:102610,"0,1,0,0,0"
14986,14986,p:102613,"1,0,0,0,0"
14987,14987,p:102611,"0,0,1,0,0"
14988,14988,p:102612,"1,0,0,0,0"
14989,14989,p:102628,"0,0,1,0,0"
14990,14990,p:102626,"0,1,0,0,0"
14991,14991,p:102627,"0,0,1,0,0"
14992,14992,p:75475,"1,0,0,0,0"
14993,14993,p:75475,"0,1,0,0,0"
14994,14994,p:100325,"1,0,0,0,0"
14995,14995,p:100325,"0,0,1,0,0"
14996,14996,p:100325,"0,1,0,0,0"
14997,14997,p:101093,"0,1,0,0,0"
14998,14998,p:26820,"0,0,1,0,0"
14999,14999,p:102640,"1,0,0,0,0"
15000,15000,p:102645,"1,0,0,0,0"
15001,15001,p:102652,"1,0,0,0,0"
15002,15002,p:102654,"0,1,0,0,0"
15003,15003,p:102654,"1,0,0,0,0"
15004,15004,p:102662,"1,0,0,0,0"
15005,15005,p:102664,"1,0,0,0,0"
15006,15006,p:102666,"0,1,0,0,0"
15007,15007,p:102674,"1,0,0,0,0"
15008,15008,p:80812,"1,0,0,0,0"
15009,15009,p:102708,"0,0,1,0,0"
15010,15010,p:102715,"1,0,0,0,0"
15011,15011,p:102720,"1,0,0,0,0"
15012,15012,p:76697,"1,0,0,0,0"
15013,15013,p:76697,"1,0,0,0,0"
15014,15014,p:102733,"0,0,1,0,0"
15015,15015,p:90989,"1,0,0,0,0"
15016,15016,p:102471,"0,1,0,0,0"
15017,15017,p:102471,"1,0,0,0,0"
15018,15018,p:102751,"0,0,1,0,0"
15019,15019,p:102752,"0,1,0,0,0"
15020,15020,p:102752,"1,0,0,0,0"
15021,15021,p:102753,"1,0,0,0,0"
15022,15022,p:102473,"1,0,0,0,0"
15023,15023,p:102473,"0,1,0,0,0"
15024,15024,p:102562,"1,0,0,0,0"
15025,15025,p:102076,"0,0,1,0,0"
15026,15026,p:102075,"0,0,1,0,0"
15027,15027,p:32126,"0,0,1,0,0"
15028,15028,p:102789,"1,0,0,0,0"
15029,15029,p:92816,"0,1,0,0,0"
15030,15030,p:102799,"1,0,0,0,0"
15031,15031,p:102800,"1,0,0,0,0"
15032,15032,p:66449,"0,1,0,0,0"
15033,15033,p:102807,"1,0,0,0,0"
15034,15034,p:102807,"0,1,0,0,0"
15035,15035,p:102811,"1,0,0,0,0"
15036,15036,p:102811,"0,1,0,0,0"
15037,15037,p:102815,"0,1,0,0,0"
15038,15038,p:75407,"0,1,0,0,0"
15039,15039,p:7799,"0,0,0,0,1"
15040,15040,p:75408,"0,1,0,0,0"
15041,15041,p:102833,"0,1,0,0,0"
15042,15042,p:102831,"1,0,0,0,0"
15043,15043,p:102829,"0,1,0,0,0"
15044,15044,p:102830,"0,1,0,0,0"
15045,15045,p:73467,"0,1,0,0,0"
15046,15046,p:102838,"0,1,0,0,0"
15047,15047,p:35946,"0,0,0,0,1"
15048,15048,p:80724,"1,0,0,0,0"
15049,15049,p:102846,"0,0,0,0,1"
15050,15050,p:102847,"0,0,0,0,1"
15051,15051,p:102849,"1,0,0,0,0"
15052,15052,p:58812,"0,1,0,0,0"
15053,15053,p:92264,"0,1,0,0,0"
15054,15054,p:102862,"0,1,0,0,0"
15055,15055,p:102863,"0,1,0,0,0"
15056,15056,p:102870,"0,1,0,0,0"
15057,15057,p:100470,"1,0,0,0,0"
15058,15058,p:100470,"0,1,0,0,0"
15059,15059,p:102900,"0,1,0,0,0"
15060,15060,p:100405,"1,0,0,0,0"
15061,15061,p:102921,"0,1,0,0,0"
15062,15062,p:102921,"0,1,0,0,0"
15063,15063,p:102939,"1,0,0,0,0"
15064,15064,p:102939,"0,1,0,0,0"
15065,15065,p:102951,"0,1,0,0,0"
15066,15066,p:102951,"1,0,0,0,0"
15067,15067,p:102513,"1,0,0,0,0"
15068,15068,p:102962,"1,0,0,0,0"
15069,15069,p:102962,"1,0,0,0,0"
15070,15070,p:102962,"0,1,0,0,0"
15071,15071,p:102965,"1,0,0,0,0"
15072,15072,p:102966,"1,0,0,0,0"
15073,15073,p:102966,"0,1,0,0,0"
15074,15074,p:102970,"0,1,0,0,0"
15075,15075,p:102970,"1,0,0,0,0"
15076,15076,p:102972,"0,0,0,0,1"
15077,15077,p:102973,"1,0,0,0,0"
15078,15078,p:102974,"1,0,0,0,0"
15079,15079,p:102994,"1,0,0,0,0"
15080,15080,p:103010,"0,1,0,0,0"
15081,15081,p:103012,"0,1,0,0,0"
15082,15082,p:102249,"0,1,0,0,0"
15083,15083,p:103017,"1,0,0,0,0"
15084,15084,p:103024,"1,0,0,0,0"
15085,15085,p:103030,"0,0,0,0,1"
15086,15086,p:103030,"0,1,0,0,0"
15087,15087,p:103030,"1,0,0,0,0"
15088,15088,p:59540,"0,0,0,0,1"
15089,15089,p:103032,"1,0,0,0,0"
15090,15090,p:103032,"0,0,1,0,0"
15091,15091,p:103050,"1,0,0,0,0"
15092,15092,p:64116,"1,0,0,0,0"
15093,15093,p:103081,"1,0,0,0,0"
15094,15094,p:98402,"1,0,0,0,0"
15095,15095,p:103101,"0,1,0,0,0"
15096,15096,p:95778,"0,1,0,0,0"
15097,15097,p:103099,"0,1,0,0,0"
15098,15098,p:103100,"1,0,0,0,0"
15099,15099,p:103107,"1,0,0,0,0"
15100,15100,p:103115,"0,1,0,0,0"
15101,15101,p:61483,"0,1,0,0,0"
15102,15102,p:103138,"1,0,0,0,0"
15103,15103,p:103144,"1,0,0,0,0"
15104,15104,p:103144,"0,1,0,0,0"
15105,15105,p:103146,"0,0,0,1,0"
15106,15106,p:102559,"1,0,0,0,0"
15107,15107,p:103156,"0,1,0,0,0"
15108,15108,p:103158,"1,0,0,0,0"
15109,15109,p:103158,"0,0,1,0,0"
15110,15110,p:65257,"0,1,0,0,0"
15111,15111,p:103164,"1,0,0,0,0"
15112,15112,p:101414,"1,0,0,0,0"
15113,15113,p:103176,"0,1,0,0,0"
15114,15114,p:103176,"1,0,0,0,0"
15115,15115,p:103178,"0,0,1,0,0"
15116,15116,p:103178,"1,0,0,0,0"
15117,15117,p:103180,"1,0,0,0,0"
15118,15118,p:103187,"0,1,0,0,0"
15119,15119,p:103188,"1,0,0,0,0"
15120,15120,p:103188,"0,0,0,0,1"
15121,15121,p:103203,"1,0,0,0,0"
15122,15122,p:103211,"0,0,1,0,0"
15123,15123,p:98119,"0,1,0,0,0"
15124,15124,p:98119,"0,0,1,0,0"
15125,15125,p:103227,"0,1,0,0,0"
15126,15126,p:103230,"1,0,0,0,0"
15127,15127,p:103235,"0,1,0,0,0"
15128,15128,p:103248,"1,0,0,0,0"
15129,15129,p:103248,"0,1,0,0,0"
15130,15130,p:102440,"1,0,0,0,0"
15131,15131,p:102440,"0,1,0,0,0"
15132,15132,p:102581,"1,0,0,0,0"
15133,15133,p:102581,"1,0,0,0,0"
15134,15134,p:102581,"1,0,0,0,0"
15135,15135,p:102581,"0,1,0,0,0"
15136,15136,p:103268,"0,1,0,0,0"
15137,15137,p:103271,"0,1,0,0,0"
15138,15138,p:103274,"0,1,0,0,0"
15139,15139,p:103274,"1,0,0,0,0"
15140,15140,p:103276,"1,0,0,0,0"
15141,15141,p:103278,"1,0,0,0,0"
15142,15142,p:103293,"0,0,1,0,0"
15143,15143,p:38101,"1,0,0,0,0"
15144,15144,p:38101,"0,1,0,0,0"
15145,15145,p:103303,"1,0,0,0,0"
15146,15146,p:103310,"0,1,0,0,0"
15147,15147,p:103310,"1,0,0,0,0"
15148,15148,p:103322,"0,1,0,0,0"
15149,15149,p:103324,"0,0,1,0,0"
15150,15150,p:101125,"1,0,0,0,0"
15151,15151,p:7250,"0,1,0,0,0"
15152,15152,p:103367,"1,0,0,0,0"
15153,15153,p:103367,"0,1,0,0,0"
15154,15154,p:103371,"1,0,0,0,0"
15155,15155,p:103371,"0,1,0,0,0"
15156,15156,p:99659,"1,0,0,0,0"
15157,15157,p:99659,"0,1,0,0,0"
15158,15158,p:103385,"0,1,0,0,0"
15159,15159,p:103395,"1,0,0,0,0"
15160,15160,p:103403,"1,0,0,0,0"
15161,15161,p:103404,"1,0,0,0,0"
15162,15162,p:17809,"1,0,0,0,0"
15163,15163,p:103420,"0,0,1,0,0"
15164,15164,p:103420,"1,0,0,0,0"
15165,15165,p:103422,"0,0,0,0,1"
15166,15166,p:103424,"0,0,0,0,1"
15167,15167,p:103431,"1,0,0,0,0"
15168,15168,p:103443,"1,0,0,0,0"
15169,15169,p:103437,"0,0,1,0,0"
15170,15170,p:103440,"0,0,1,0,0"
15171,15171,p:103440,"0,0,1,0,0"
15172,15172,p:14414,"1,0,0,0,0"
15173,15173,p:14414,"0,1,0,0,0"
15174,15174,p:14414,"0,1,0,0,0"
15175,15175,p:75394,"1,0,0,0,0"
15176,15176,p:103458,"1,0,0,0,0"
15177,15177,p:103458,"1,0,0,0,0"
15178,15178,p:103460,"1,0,0,0,0"
15179,15179,p:103460,"0,1,0,0,0"
15180,15180,p:103470,"0,1,0,0,0"
15181,15181,p:46313,"1,0,0,0,0"
15182,15182,p:103494,"1,0,0,0,0"
15183,15183,p:103494,"0,0,0,0,1"
15184,15184,p:103495,"0,1,0,0,0"
15185,15185,p:103496,"0,0,1,0,0"
15186,15186,p:103498,"0,1,0,0,0"
15187,15187,p:103498,"1,0,0,0,0"
15188,15188,p:103501,"1,0,0,0,0"
15189,15189,p:103512,"0,1,0,0,0"
15190,15190,p:103542,"0,0,1,0,0"
15191,15191,p:103540,"0,0,0,0,1"
15192,15192,p:103543,"0,1,0,0,0"
15193,15193,p:103544,"1,0,0,0,0"
15194,15194,p:8496,"0,1,0,0,0"
15195,15195,p:103559,"1,0,0,0,0"
15196,15196,p:103572,"1,0,0,0,0"
15197,15197,p:103597,"1,0,0,0,0"
15198,15198,p:92263,"0,1,0,0,0"
15199,15199,p:103625,"0,1,0,0,0"
15200,15200,p:103628,"1,0,0,0,0"
15201,15201,p:5592,"1,0,0,0,0"
15202,15202,p:5592,"0,1,0,0,0"
15203,15203,p:103635,"0,1,0,0,0"
15204,15204,p:103635,"1,0,0,0,0"
15205,15205,p:103636,"0,0,1,0,0"
15206,15206,p:103636,"1,0,0,0,0"
15207,15207,p:10949,"0,1,0,0,0"
15208,15208,p:10949,"0,1,0,0,0"
15209,15209,p:19723,"0,1,0,0,0"
15210,15210,p:103299,"0,1,0,0,0"
15211,15211,p:103299,"0,1,0,0,0"
15212,15212,p:103656,"0,1,0,0,0"
15213,15213,p:103663,"0,1,0,0,0"
15214,15214,p:103671,"1,0,0,0,0"
15215,15215,p:51549,"1,0,0,0,0"
15216,15216,p:95686,"1,0,0,0,0"
15217,15217,p:103086,"1,0,0,0,0"
15218,15218,p:103712,"0,0,0,0,1"
15219,15219,p:103712,"0,1,0,0,0"
15220,15220,p:103726,"0,1,0,0,0"
15221,15221,p:72011,"0,0,0,0,1"
15222,15222,p:103732,"1,0,0,0,0"
15223,15223,p:48087,"0,0,1,0,0"
15224,15224,p:84984,"1,0,0,0,0"
15225,15225,p:103753,"1,0,0,0,0"
15226,15226,p:103753,"0,1,0,0,0"
15227,15227,p:69155,"0,0,1,0,0"
15228,15228,p:103776,"0,1,0,0,0"
15229,15229,p:69155,"0,0,1,0,0"
15230,15230,p:103779,"1,0,0,0,0"
15231,15231,p:37086,"0,0,1,0,0"
15232,15232,p:61028,"0,0,1,0,0"
15233,15233,p:61028,"1,0,0,0,0"
15234,15234,p:103812,"0,1,0,0,0"
15235,15235,p:103812,"1,0,0,0,0"
15236,15236,p:103813,"1,0,0,0,0"
15237,15237,p:103813,"0,1,0,0,0"
15238,15238,p:103818,"0,1,0,0,0"
15239,15239,p:103839,"0,1,0,0,0"
15240,15240,p:103841,"0,1,0,0,0"
15241,15241,p:103841,"1,0,0,0,0"
15242,15242,p:103842,"0,1,0,0,0"
15243,15243,p:103842,"1,0,0,0,0"
15244,15244,p:103859,"0,1,0,0,0"
15245,15245,p:103859,"1,0,0,0,0"
15246,15246,p:103860,"1,0,0,0,0"
15247,15247,p:32252,"1,0,0,0,0"
15248,15248,p:32248,"0,1,0,0,0"
15249,15249,p:32253,"1,0,0,0,0"
15250,15250,p:32250,"0,1,0,0,0"
15251,15251,p:32249,"1,0,0,0,0"
15252,15252,p:32254,"1,0,0,0,0"
15253,15253,p:103884,"0,1,0,0,0"
15254,15254,p:103888,"1,0,0,0,0"
15255,15255,p:103891,"1,0,0,0,0"
15256,15256,p:103908,"1,0,0,0,0"
15257,15257,p:103908,"0,0,1,0,0"
15258,15258,p:103609,"0,0,1,0,0"
15259,15259,p:103609,"0,1,0,0,0"
15260,15260,p:103110,"1,0,0,0,0"
15261,15261,p:103917,"1,0,0,0,0"
15262,15262,p:103917,"0,0,1,0,0"
15263,15263,p:103942,"1,0,0,0,0"
15264,15264,p:72879,"0,0,0,0,1"
15265,15265,p:103950,"0,1,0,0,0"
15266,15266,p:103950,"1,0,0,0,0"
15267,15267,p:103957,"0,1,0,0,0"
15268,15268,p:92263,"0,1,0,0,0"
15269,15269,p:100365,"0,0,0,0,1"
15270,15270,p:103986,"0,1,0,0,0"
15271,15271,p:98790,"1,0,0,0,0"
15272,15272,p:103996,"1,0,0,0,0"
15273,15273,p:103996,"0,1,0,0,0"
15274,15274,p:4756,"1,0,0,0,0"
15275,15275,p:4756,"0,1,0,0,0"
15276,15276,p:78970,"1,0,0,0,0"
15277,15277,p:104013,"1,0,0,0,0"
15278,15278,p:93728,"1,0,0,0,0"
15279,15279,p:104016,"1,0,0,0,0"
15280,15280,p:104016,"0,1,0,0,0"
15281,15281,p:104017,"1,0,0,0,0"
15282,15282,p:104017,"0,1,0,0,0"
15283,15283,p:59399,"1,0,0,0,0"
15284,15284,p:59400,"1,0,0,0,0"
15285,15285,p:59401,"1,0,0,0,0"
15286,15286,p:79016,"1,0,0,0,0"
15287,15287,p:79017,"1,0,0,0,0"
15288,15288,p:79018,"1,0,0,0,0"
15289,15289,p:103861,"0,0,1,0,0"
15290,15290,p:70100,"1,0,0,0,0"
15291,15291,p:70101,"1,0,0,0,0"
15292,15292,p:70101,"0,1,0,0,0"
15293,15293,p:70193,"1,0,0,0,0"
15294,15294,p:98630,"1,0,0,0,0"
15295,15295,p:85172,"0,1,0,0,0"
15296,15296,p:80172,"1,0,0,0,0"
15297,15297,p:104044,"0,1,0,0,0"
15298,15298,p:104048,"0,1,0,0,0"
15299,15299,p:104050,"0,1,0,0,0"
15300,15300,p:104052,"1,0,0,0,0"
15301,15301,p:104051,"1,0,0,0,0"
15302,15302,p:104061,"1,0,0,0,0"
15303,15303,p:104062,"0,0,0,0,1"
15304,15304,p:104064,"0,1,0,0,0"
15305,15305,p:104089,"0,0,0,0,1"
15306,15306,p:104085,"1,0,0,0,0"
15307,15307,p:104043,"1,0,0,0,0"
15308,15308,p:104109,"1,0,0,0,0"
15309,15309,p:103749,"1,0,0,0,0"
15310,15310,p:103624,"1,0,0,0,0"
15311,15311,p:103624,"0,1,0,0,0"
15312,15312,p:30884,"0,1,0,0,0"
15313,15313,p:104122,"1,0,0,0,0"
15314,15314,p:103980,"0,1,0,0,0"
15315,15315,p:91095,"1,0,0,0,0"
15316,15316,p:104090,"1,0,0,0,0"
15317,15317,p:104157,"1,0,0,0,0"
15318,15318,p:104157,"1,0,0,0,0"
15319,15319,p:9532,"0,0,1,0,0"
15320,15320,p:4915,"1,0,0,0,0"
15321,15321,p:4915,"0,1,0,0,0"
15322,15322,p:94324,"1,0,0,0,0"
15323,15323,p:13536,"0,0,1,0,0"
15324,15324,p:103774,"1,0,0,0,0"
15325,15325,p:103774,"0,1,0,0,0"
15326,15326,p:103704,"1,0,0,0,0"
15327,15327,p:104047,"1,0,0,0,0"
15328,15328,p:104047,"0,1,0,0,0"
15329,15329,p:96124,"1,0,0,0,0"
15330,15330,p:96124,"0,0,1,0,0"
15331,15331,p:96124,"1,0,0,0,0"
15332,15332,p:96124,"0,0,1,0,0"
15333,15333,p:104198,"1,0,0,0,0"
15334,15334,p:101832,"1,0,0,0,0"
15335,15335,p:104204,"1,0,0,0,0"
15336,15336,p:104202,"0,1,0,0,0"
15337,15337,p:104203,"1,0,0,0,0"
15338,15338,p:104231,"0,0,1,0,0"
15339,15339,p:104232,"0,0,1,0,0"
15340,15340,p:43012,"1,0,0,0,0"
15341,15341,p:43012,"0,1,0,0,0"
15342,15342,p:5255,"1,0,0,0,0"
15343,15343,p:104240,"0,1,0,0,0"
15344,15344,p:104240,"1,0,0,0,0"
15345,15345,p:104241,"1,0,0,0,0"
15346,15346,p:104242,"1,0,0,0,0"
15347,15347,p:60606,"1,0,0,0,0"
15348,15348,p:60606,"0,1,0,0,0"
15349,15349,p:18852,"0,0,1,0,0"
15350,15350,p:19825,"1,0,0,0,0"
15351,15351,p:66449,"1,0,0,0,0"
15352,15352,p:104264,"1,0,0,0,0"
15353,15353,p:88790,"1,0,0,0,0"
15354,15354,p:104270,"1,0,0,0,0"
15355,15355,p:103785,"1,0,0,0,0"
15356,15356,p:103785,"0,1,0,0,0"
15357,15357,p:104293,"0,0,0,0,1"
15358,15358,p:38576,"1,0,0,0,0"
15359,15359,p:104308,"0,1,0,0,0"
15360,15360,p:55121,"1,0,0,0,0"
15361,15361,p:55123,"1,0,0,0,0"
15362,15362,p:104219,"1,0,0,0,0"
15363,15363,p:104219,"1,0,0,0,0"
15364,15364,p:104318,"1,0,0,0,0"
15365,15365,p:104321,"0,1,0,0,0"
15366,15366,p:104322,"0,1,0,0,0"
15367,15367,p:51814,"1,0,0,0,0"
15368,15368,p:55898,"1,0,0,0,0"
15369,15369,p:103819,"0,1,0,0,0"
15370,15370,p:104427,"1,0,0,0,0"
15371,15371,p:104440,"0,0,0,0,1"
15372,15372,p:104440,"1,0,0,0,0"
15373,15373,p:104441,"0,0,0,0,1"
15374,15374,p:104441,"1,0,0,0,0"
15375,15375,p:104442,"0,0,0,0,1"
15376,15376,p:104442,"0,1,0,0,0"
15377,15377,p:101628,"1,0,0,0,0"
15378,15378,p:101627,"0,1,0,0,0"
15379,15379,p:101627,"1,0,0,0,0"
15380,15380,p:27512,"1,0,0,0,0"
15381,15381,p:71956,"0,0,1,0,0"
15382,15382,p:72501,"0,0,1,0,0"
15383,15383,p:72501,"0,1,0,0,0"
15384,15384,p:104010,"1,0,0,0,0"
15385,15385,p:104011,"1,0,0,0,0"
15386,15386,p:104012,"1,0,0,0,0"
15387,15387,p:29611,"1,0,0,0,0"
15388,15388,p:29619,"1,0,0,0,0"
15389,15389,p:103737,"0,1,0,0,0"
15390,15390,p:103737,"1,0,0,0,0"
15391,15391,p:104521,"0,1,0,0,0"
15392,15392,p:104521,"0,1,0,0,0"
15393,15393,p:103840,"0,1,0,0,0"
15394,15394,p:103840,"1,0,0,0,0"
15395,15395,p:103840,"1,0,0,0,0"
15396,15396,p:104550,"1,0,0,0,0"
15397,15397,p:104550,"1,0,0,0,0"
15398,15398,p:89428,"1,0,0,0,0"
15399,15399,p:48831,"0,0,1,0,0"
15400,15400,p:53570,"0,0,1,0,0"
15401,15401,p:7065,"1,0,0,0,0"
15402,15402,p:7065,"0,1,0,0,0"
15403,15403,p:104581,"0,1,0,0,0"
15404,15404,p:104581,"1,0,0,0,0"
15405,15405,p:104589,"1,0,0,0,0"
15406,15406,p:102954,"0,1,0,0,0"
15407,15407,p:102954,"0,1,0,0,0"
15408,15408,p:104606,"1,0,0,0,0"
15409,15409,p:103449,"0,1,0,0,0"
15410,15410,p:104625,"1,0,0,0,0"
15411,15411,p:104625,"0,0,0,1,0"
15412,15412,p:104636,"0,1,0,0,0"
15413,15413,p:104637,"0,1,0,0,0"
15414,15414,p:104654,"1,0,0,0,0"
15415,15415,p:104318,"1,0,0,0,0"
15416,15416,p:104663,"0,0,1,0,0"
15417,15417,p:104663,"0,1,0,0,0"
15418,15418,p:104666,"0,1,0,0,0"
15419,15419,p:81422,"0,1,0,0,0"
15420,15420,p:104670,"1,0,0,0,0"
15421,15421,p:104671,"1,0,0,0,0"
15422,15422,p:62182,"1,0,0,0,0"
15423,15423,p:62183,"1,0,0,0,0"
15424,15424,p:104683,"0,1,0,0,0"
15425,15425,p:95844,"1,0,0,0,0"
15426,15426,p:104694,"0,1,0,0,0"
15427,15427,p:104694,"1,0,0,0,0"
15428,15428,p:104719,"0,1,0,0,0"
15429,15429,p:104750,"0,1,0,0,0"
15430,15430,p:104590,"1,0,0,0,0"
15431,15431,p:8345,"1,0,0,0,0"
15432,15432,p:8345,"0,1,0,0,0"
15433,15433,p:104801,"1,0,0,0,0"
15434,15434,p:104801,"0,1,0,0,0"
15435,15435,p:104801,"0,0,0,0,1"
15436,15436,p:27061,"0,0,0,0,1"
15437,15437,p:104859,"0,1,0,0,0"
15438,15438,p:104859,"1,0,0,0,0"
15439,15439,p:104685,"0,0,1,0,0"
15440,15440,p:104685,"1,0,0,0,0"
15441,15441,p:102986,"1,0,0,0,0"
15442,15442,p:104887,"0,1,0,0,0"
15443,15443,p:104892,"0,0,1,0,0"
15444,15444,p:104895,"1,0,0,0,0"
15445,15445,p:69248,"1,0,0,0,0"
15446,15446,p:69248,"0,1,0,0,0"
15447,15447,p:45313,"0,0,0,1,0"
15448,15448,p:104898,"1,0,0,0,0"
15449,15449,p:104898,"0,1,0,0,0"
15450,15450,p:104917,"1,0,0,0,0"
15451,15451,p:71391,"0,1,0,0,0"
15452,15452,p:71391,"0,1,0,0,0"
15453,15453,p:71391,"0,1,0,0,0"
15454,15454,p:100644,"0,1,0,0,0"
15455,15455,p:100644,"1,0,0,0,0"
15456,15456,p:102949,"1,0,0,0,0"
15457,15457,p:104935,"1,0,0,0,0"
15458,15458,p:104937,"0,0,1,0,0"
15459,15459,p:104963,"0,1,0,0,0"
15460,15460,p:103375,"1,0,0,0,0"
15461,15461,p:98688,"0,1,0,0,0"
15462,15462,p:98688,"0,1,0,0,0"
15463,15463,p:98688,"1,0,0,0,0"
15464,15464,p:105021,"1,0,0,0,0"
15465,15465,p:105028,"1,0,0,0,0"
15466,15466,p:12739,"1,0,0,0,0"
15467,15467,p:105036,"1,0,0,0,0"
15468,15468,p:105049,"1,0,0,0,0"
15469,15469,p:104949,"1,0,0,0,0"
15470,15470,p:104949,"0,1,0,0,0"
15471,15471,p:104949,"0,1,0,0,0"
15472,15472,p:105050,"0,0,1,0,0"
15473,15473,p:105050,"0,1,0,0,0"
15474,15474,p:105051,"1,0,0,0,0"
15475,15475,p:105051,"0,1,0,0,0"
15476,15476,p:105060,"1,0,0,0,0"
15477,15477,p:105068,"1,0,0,0,0"
15478,15478,p:105070,"1,0,0,0,0"
15479,15479,p:105022,"0,0,1,0,0"
15480,15480,p:105022,"0,0,1,0,0"
15481,15481,p:63835,"1,0,0,0,0"
15482,15482,p:104035,"1,0,0,0,0"
15483,15483,p:105141,"1,0,0,0,0"
15484,15484,p:105163,"1,0,0,0,0"
15485,15485,p:105163,"0,1,0,0,0"
15486,15486,p:64099,"1,0,0,0,0"
15487,15487,p:105162,"1,0,0,0,0"
15488,15488,p:78428,"1,0,0,0,0"
15489,15489,p:78428,"0,1,0,0,0"
15490,15490,p:49201,"0,1,0,0,0"
15491,15491,p:88126,"0,1,0,0,0"
15492,15492,p:105200,"1,0,0,0,0"
15493,15493,p:105206,"0,0,0,0,1"
15494,15494,p:105224,"1,0,0,0,0"
15495,15495,p:105224,"0,1,0,0,0"
15496,15496,p:105240,"0,0,1,0,0"
15497,15497,p:105246,"0,0,1,0,0"
15498,15498,p:105247,"0,1,0,0,0"
15499,15499,p:27409,"1,0,0,0,0"
15500,15500,p:104924,"1,0,0,0,0"
15501,15501,p:104924,"0,1,0,0,0"
15502,15502,p:105258,"0,0,1,0,0"
15503,15503,p:105258,"0,0,1,0,0"
15504,15504,p:47920,"1,0,0,0,0"
15505,15505,p:34219,"1,0,0,0,0"
15506,15506,p:34219,"0,1,0,0,0"
15507,15507,p:34219,"0,1,0,0,0"
15508,15508,p:105284,"1,0,0,0,0"
15509,15509,p:104927,"1,0,0,0,0"
15510,15510,p:104927,"0,1,0,0,0"
15511,15511,p:2181,"1,0,0,0,0"
15512,15512,p:2181,"0,1,0,0,0"
15513,15513,p:25623,"0,0,1,0,0"
15514,15514,p:25624,"1,0,0,0,0"
15515,15515,p:85947,"0,0,1,0,0"
15516,15516,p:85947,"1,0,0,0,0"
15517,15517,p:37013,"1,0,0,0,0"
15518,15518,p:105348,"1,0,0,0,0"
15519,15519,p:105440,"0,0,0,0,1"
15520,15520,p:105440,"0,1,0,0,0"
15521,15521,p:105440,"0,1,0,0,0"
15522,15522,p:105440,"1,0,0,0,0"
15523,15523,p:28837,"1,0,0,0,0"
15524,15524,p:28837,"0,1,0,0,0"
15525,15525,p:105018,"1,0,0,0,0"
